2015-07-16 16:32:59,RF,lm,0.628643601742232,0.310427466799306,2254,0
2015-07-16 16:32:59,RF,rf,0.35687008514885,0.153222098016601,0,0
2015-07-16 16:37:49,RF-1-ga19eda4,lm,0.628643601742232,0.310427466799306,2254,0
2015-07-16 16:37:49,RF-1-ga19eda4,rf,0.358117532392287,0.154691995787766,0,0
2015-07-16 16:38:13,RF-1-ga19eda4-dirty,lm,1.28678156149238,0.301384971141068,2254,0
2015-07-16 16:38:13,RF-1-ga19eda4-dirty,rf,0.676072326264405,0.0760102255404682,0,0
2015-07-16 16:40:22,RF-1-ga19eda4-dirty,lm,1.15207198041796,0.0970353369643935,2254,0
2015-07-16 16:40:22,RF-1-ga19eda4-dirty,rf,0.629784319059854,0.0237273477886309,0,0
2015-07-17 09:02:18,RF-1-ga19eda4-dirty,lm,1.38017235459419,0.196401666435451,2254,0
2015-07-17 09:02:18,RF-1-ga19eda4-dirty,rf,0.698863329397678,0.0236752293169651,0,0
2015-07-17 09:06:05,RF-1-ga19eda4-dirty,lm,1.35997745934567,0.272110386232038,2254,0
2015-07-17 09:06:05,RF-1-ga19eda4-dirty,rf,0.723300482322224,0.0455092255312916,0,0
2015-07-17 09:09:10,RF-1-ga19eda4-dirty,lm,1.17833252960726,0.102670801507184,2286,0
2015-07-17 09:09:10,RF-1-ga19eda4-dirty,rf,0.685055101410447,0.041187483644543,0,0
2015-07-17 09:14:44,RF-1-ga19eda4-dirty,lm,1.17833252960726,0.102670801507184,2286,0
2015-07-17 09:14:44,RF-1-ga19eda4-dirty,rf,0.685214193819541,0.0411020094376136,0,0
2015-07-17 09:48:56,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 09:48:56,RF-1-ga19eda4-dirty,2,0.629536905643104,0.0336658507272882,0,0
2015-07-17 10:24:34,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 10:24:34,RF-1-ga19eda4-dirty,2,0.629682007292396,0.0349929028670693,0,0
2015-07-17 10:24:50,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 10:24:50,RF-1-ga19eda4-dirty,2,0.629682007292396,0.0349929028670693,0,0
2015-07-17 10:33:46,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 10:33:46,RF-1-ga19eda4-dirty,2,0.629682007292396,0.0349929028670693,0,0
2015-07-17 10:42:00,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 10:42:00,RF-1-ga19eda4-dirty,2,0.629325236679074,0.0348544646954544,0,0
2015-07-17 11:20:07,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 11:20:07,RF-1-ga19eda4-dirty,2,0.629325236679074,0.0348544646954544,0,0
2015-07-17 11:31:50,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 11:31:50,RF-1-ga19eda4-dirty,2,0.628960720132729,0.0359377132388268,0,0
2015-07-17 11:40:44,RF-1-ga19eda4-dirty,1,1.08671021797173,0.0819804435499796,2484,0
2015-07-17 11:40:44,RF-1-ga19eda4-dirty,2,0.629692876816453,0.0347511449398874,0,0
2015-07-17 13:54:30,RF-1-ga19eda4-dirty,1,10,0,2484,0
2015-07-17 13:54:30,RF-1-ga19eda4-dirty,2,10,0,0,0
2015-07-17 13:58:28,RF-1-ga19eda4-dirty,1,0.982688962008323,0.0250067802041516,2484,0
2015-07-17 13:58:28,RF-1-ga19eda4-dirty,2,0.635667812481679,0.0303241646873771,0,0
2015-07-17 15:17:45,RF-1-ga19eda4-dirty,1,1.08056558020591,0.0376032197535322,2492,0
2015-07-17 15:18:07,RF-1-ga19eda4-dirty,1,1.01125758551853,0.03484809429634,2328,0
2015-07-17 15:18:13,RF-1-ga19eda4-dirty,1,1.00368940801613,0.00677091688924698,2359,0
2015-07-17 15:19:45,RF-1-ga19eda4-dirty,1,1.04122775798388,0.00950278353401475,2356,0
2015-07-17 15:20:07,RF-1-ga19eda4-dirty,1,1.04122775798388,0.00950278353401475,2356,0
2015-07-17 15:20:11,RF-1-ga19eda4-dirty,1,1.04122775798388,0.00950278353401475,2356,0
